datetime,T6
2021-09-09 00:00:01,0.0
2021-09-09 00:00:41,0.0
2021-09-09 00:01:21,0.0
2021-09-09 00:02:02,0.0
2021-09-09 00:02:42,0.0
2021-09-09 00:03:22,0.0
2021-09-09 00:04:02,0.0
2021-09-09 00:04:43,0.0
2021-09-09 00:05:23,0.0
2021-09-09 00:06:03,0.0
2021-09-09 00:06:43,0.0
2021-09-09 00:07:23,0.0
2021-09-09 00:08:03,0.0
2021-09-09 00:08:44,0.0
2021-09-09 00:09:24,0.0
2021-09-09 00:10:04,0.0
2021-09-09 00:10:44,0.0
2021-09-09 00:11:24,0.0
2021-09-09 00:12:04,0.0
2021-09-09 00:12:45,0.0
2021-09-09 00:13:25,0.0
2021-09-09 00:14:05,0.0
2021-09-09 00:14:45,0.0
2021-09-09 00:15:25,0.0
2021-09-09 00:16:06,0.0
2021-09-09 00:16:46,0.0
2021-09-09 00:17:26,0.0
2021-09-09 00:18:06,0.0
2021-09-09 00:18:46,0.0
2021-09-09 00:19:27,0.0
2021-09-09 00:20:07,0.0
2021-09-09 00:20:47,0.0
2021-09-09 00:21:27,0.0
2021-09-09 00:22:07,0.0
2021-09-09 00:22:47,0.0
2021-09-09 00:23:28,0.0
2021-09-09 00:24:08,0.0
2021-09-09 00:24:48,0.0
2021-09-09 00:25:28,0.0
2021-09-09 00:26:08,0.0
2021-09-09 00:26:49,0.0
2021-09-09 00:27:29,0.0
2021-09-09 00:28:09,0.0
2021-09-09 00:28:49,0.0
2021-09-09 00:29:29,0.0
2021-09-09 00:30:10,0.0
2021-09-09 00:30:50,0.0
2021-09-09 00:31:30,0.0
2021-09-09 00:32:10,0.0
2021-09-09 00:32:50,0.0
2021-09-09 00:33:30,0.0
2021-09-09 00:34:11,0.0
2021-09-09 00:34:51,0.0
2021-09-09 00:35:31,0.0
2021-09-09 00:36:11,0.0
2021-09-09 00:36:51,0.0
2021-09-09 00:37:32,0.0
2021-09-09 00:38:12,0.0
2021-09-09 00:38:52,0.0
2021-09-09 00:39:32,0.0
