datetime,P1,P2,P3,P4,P5,P6
2021-09-26 00:00:58,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:01:59,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:02:59,0.02,0.361,0.0,164.0,808.0,1070.0
2021-09-26 00:04:00,0.02,0.361,0.0,164.0,808.0,1070.0
2021-09-26 00:05:01,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:06:01,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:07:02,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:08:02,0.02,0.361,1.0,164.0,807.0,1070.0
2021-09-26 00:09:03,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:10:03,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:11:03,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:12:04,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:13:05,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:14:05,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:15:05,0.02,0.361,1.0,164.0,808.0,1070.0
2021-09-26 00:16:06,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:17:06,0.02,0.361,1.0,164.0,810.0,1070.0
2021-09-26 00:18:07,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:19:07,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:20:08,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:21:08,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:22:09,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:23:09,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:24:10,0.02,0.36200000000000004,1.0,164.0,808.0,1070.0
2021-09-26 00:25:10,0.02,0.36200000000000004,1.0,164.0,809.0,1070.0
